B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,B_Cost,Influence,Zone,Cost
101,432995,34.034443,-118.264257,04:14,04:15,Planetarium,578,12901.538,0.860119047619048,0,0.08864560212730196
102,432995,34.034443,-118.264257,04:15,04:16,Photography Lab,93,2075.853,0.138392857142857,0,0.015054700828125952
103,432995,34.034443,-118.264257,04:20,04:21,School,484,10803.364,0.720238095238095,0,0.07280328438502587
104,432995,34.034443,-118.264257,04:24,04:25,Scenic Lookout,653,14575.613,0.97172619047619,0,0.08788731160222985
105,432995,34.034443,-118.264257,04:26,04:27,Stadium,410,9151.61,0.610119047619048,0,0.061472277113475936
106,432995,34.034443,-118.264257,04:27,04:28,Australian Restaurant,323,7209.683,0.480654761904762,0,0.045834603653753594
107,432995,34.034443,-118.264257,04:29,04:30,Electronics Store,108,2410.668,0.321428571428571,0,0.03162096158148185
108,432995,34.034443,-118.264257,04:33,04:34,Vegetarian / Vegan Restaurant,570,12722.97,1.69642857142857,0,0.16139321770240092
109,432995,34.034443,-118.264257,04:36,04:37,Toy / Game Store,643,14352.403,0.956845238095238,0,0.09276721480887318
110,432995,34.034443,-118.264257,04:37,04:38,Newsstand,379,8459.659,0.563988095238095,0,0.05285980293544059
111,432995,34.034443,-118.264257,04:39,04:40,Automotive Shop,650,14508.65,0.967261904761905,0,0.0942567699413828
112,432995,34.034443,-118.264257,04:53,04:54,Falafel Restaurant,533,11897.093,0.793154761904762,0,0.08415001955643583
113,432995,34.034443,-118.264257,04:55,04:56,Zoo,401,8950.721,1.19345238095238,0,0.11119449806249804
114,432995,34.034443,-118.264257,04:56,04:57,Sporting Goods Shop,165,3682.965,0.245535714285714,0,0.02542329789810376
115,432995,34.034443,-118.264257,04:57,04:58,Miscellaneous Shop,414,9240.894,1.23214285714286,0,0.11718989267056679
116,432995,34.034443,-118.264257,04:58,04:59,Latin American Restaurant,371,8281.091,0.552083333333333,0,0.05308251932476079
117,432995,34.034443,-118.264257,04:59,05:00,Food,103,2299.063,0.459821428571429,0,0.04909701019792211
118,432995,34.034443,-118.264257,05:08,05:09,Australian Restaurant,133,2968.693,0.197916666666667,0,0.01872452427853267
119,432995,34.034443,-118.264257,05:09,05:10,Ferry,129,2879.409,0.191964285714286,0,0.01849826839774554
120,432995,34.034443,-118.264257,05:12,05:13,Electronics Store,338,7544.498,0.50297619047619,0,0.04753773246860428
121,432995,34.034443,-118.264257,05:13,05:14,Planetarium,559,12477.439,0.831845238095238,0,0.08430577704629715
122,432995,34.034443,-118.264257,05:16,05:17,Food & Drink Shop,237,5290.077,0.705357142857143,0,0.06488187714354811
123,432995,34.034443,-118.264257,05:18,05:19,Plaza,502,11205.142,0.74702380952381,0,0.07387099153134234
124,432995,34.034443,-118.264257,05:19,05:20,Vegetarian / Vegan Restaurant,213,4754.373,0.316964285714286,0,0.0320546637669082
125,432995,34.034443,-118.264257,05:20,05:21,Convention Center,570,12722.97,2.54464285714286,0,0.26075965992816824
126,432995,34.034443,-118.264257,05:26,05:27,Train Station,340,7589.14,0.505952380952381,0,0.047807295784192315
127,432995,34.034443,-118.264257,05:28,05:29,Bar,656,14642.576,0.976190476190476,0,0.10368933285040874
128,432995,34.034443,-118.264257,05:31,05:32,Gastropub,497,11093.537,0.739583333333333,0,0.07336661768727035
129,432995,34.034443,-118.264257,05:32,05:33,Newsstand,316,7053.436,0.470238095238095,0,0.047597001198421626
130,432995,34.034443,-118.264257,05:36,05:37,Antique Shop,645,14397.045,1.91964285714286,0,0.20394257459859494
131,432995,34.034443,-118.264257,05:40,05:41,Toy / Game Store,138,3080.298,0.410714285714286,0,0.042678749454892265
132,432995,34.034443,-118.264257,05:46,05:47,American Restaurant,640,14285.44,0.952380952380952,0,0.09202645388427903
133,432995,34.034443,-118.264257,05:49,05:50,Bike Shop,463,10334.623,1.37797619047619,0,0.13009510105231045
134,432995,34.034443,-118.264257,05:52,05:53,Planetarium,506,11294.426,0.75297619047619,0,0.07858643817032447
135,432995,34.034443,-118.264257,05:53,05:54,South American Restaurant,344,7678.424,0.511904761904762,0,0.04992654943963312
136,432995,34.034443,-118.264257,06:02,06:03,American Restaurant,553,12343.513,0.822916666666667,0,0.07757277770632794
137,432995,34.034443,-118.264257,06:03,06:04,Thai Restaurant,176,3928.496,0.261904761904762,0,0.02378063464235141
138,432995,34.034443,-118.264257,06:10,06:11,Other Nightlife,238,5312.398,0.354166666666667,0,0.03729919376899773
139,432995,34.034443,-118.264257,06:15,06:16,Road,383,8548.943,0.569940476190476,0,0.059856301358425935
140,432995,34.034443,-118.264257,06:16,06:17,University,650,14508.65,0.967261904761905,0,0.10024438267658613
141,432995,34.034443,-118.264257,06:26,06:27,Bike Rental / Bike Share,626,13972.946,0.931547619047619,0,0.09110990770179736
142,432995,34.034443,-118.264257,06:30,06:31,Afghan Restaurant,145,3236.545,0.21577380952381,0,0.02040447558879229
143,432995,34.034443,-118.264257,06:33,06:34,Concert Hall,370,8258.77,0.550595238095238,0,0.05019188654406183
144,432995,34.034443,-118.264257,06:34,06:35,College Theater,553,12343.513,0.822916666666667,0,0.08027409391084653
145,432995,34.034443,-118.264257,06:36,06:37,Taco Place,418,9330.178,0.62202380952381,0,0.06498357665665884
146,432995,34.034443,-118.264257,06:43,06:44,Salad Place,411,9173.931,1.22321428571429,0,0.12109027263327798
147,432995,34.034443,-118.264257,06:47,06:48,Malaysian Restaurant,141,3147.261,0.419642857142857,0,0.04163158578323858
148,432995,34.034443,-118.264257,06:48,06:49,Turkish Restaurant,98,2187.458,0.145833333333333,0,0.013960487937174715
149,432995,34.034443,-118.264257,06:50,06:51,Dessert Shop,196,4374.916,0.291666666666667,0,0.026948493675061046
150,432995,34.034443,-118.264257,06:51,06:52,Bakery,445,9932.845,0.662202380952381,0,0.06641033080924573
151,432995,34.034443,-118.264257,06:54,06:55,Gluten-free Restaurant,153,3415.113,0.227678571428571,0,0.02148275156445371
152,432995,34.034443,-118.264257,06:55,06:56,Outdoors & Recreation,318,7098.078,0.473214285714286,0,0.04449806878117722
153,432995,34.034443,-118.264257,06:56,06:57,Flea Market,329,7343.609,0.489583333333333,0,0.04577142447464317
154,432995,34.034443,-118.264257,07:02,07:03,Arts & Entertainment,440,9821.24,1.30952380952381,0,0.1312447658183593
155,432995,34.034443,-118.264257,07:03,07:04,Snack Place,460,10267.66,0.68452380952381,0,0.06842134445659231
156,432995,34.034443,-118.264257,07:06,07:07,Pool Hall,383,8548.943,0.569940476190476,0,0.05348613216140826
157,432995,34.034443,-118.264257,07:11,07:12,Community College,398,8883.758,1.18452380952381,0,0.12145923567906806
158,432995,34.034443,-118.264257,07:15,07:16,Cuban Restaurant,483,10781.043,0.71875,0,0.07599540597294535
159,432995,34.034443,-118.264257,07:16,07:17,Law School,643,14352.403,0.956845238095238,0,0.09582886284485556
160,432995,34.034443,-118.264257,07:19,07:20,Casino,350,7812.35,0.520833333333333,0,0.052486611656399285
161,432995,34.034443,-118.264257,07:23,07:24,Greek Restaurant,273,6093.633,0.40625,0,0.03688322143970156
162,432995,34.034443,-118.264257,07:25,07:26,Gaming Cafe,239,5334.719,0.355654761904762,0,0.03715782629904206
163,432995,34.034443,-118.264257,07:30,07:31,Snack Place,620,13839.02,1.8452380952381,0,0.19488770806401523
164,432995,34.034443,-118.264257,07:31,07:32,School,407,9084.647,0.605654761904762,0,0.0602771899247478
165,432995,34.034443,-118.264257,07:35,07:36,Snack Place,252,5624.892,0.375,0,0.034252043722569785
166,432995,34.034443,-118.264257,07:36,07:37,Art Museum,259,5781.139,0.770833333333333,0,0.07629046437898565
167,432995,34.034443,-118.264257,07:38,07:39,Tapas Restaurant,430,9598.03,0.639880952380952,0,0.064143005918159
168,432995,34.034443,-118.264257,07:40,07:41,Cemetery,575,12834.575,0.855654761904762,0,0.0851272333296286
169,432995,34.034443,-118.264257,07:42,07:43,Rest Area,281,6272.201,0.418154761904762,0,0.03798056995679813
170,432995,34.034443,-118.264257,07:48,07:49,Japanese Restaurant,179,3995.459,0.799107142857143,0,0.0840130028690484
171,432995,34.034443,-118.264257,07:49,07:50,Asian Restaurant,202,4508.842,0.300595238095238,0,0.029018653428238096
172,432995,34.034443,-118.264257,07:53,07:54,Dim Sum Restaurant,454,10133.734,0.675595238095238,0,0.07102837067192255
173,432995,34.034443,-118.264257,08:00,08:01,Seafood Restaurant,359,8013.239,1.06845238095238,0,0.10302206641606929
174,432995,34.034443,-118.264257,08:02,08:03,Cemetery,659,14709.539,0.980654761904762,0,0.09742117413043919
175,432995,34.034443,-118.264257,08:07,08:08,Tattoo Parlor,663,14798.823,0.986607142857143,0,0.10381864390492726
176,432995,34.034443,-118.264257,08:09,08:10,Bike Shop,456,10178.376,0.678571428571429,0,0.07234739706485557
177,432995,34.034443,-118.264257,08:11,08:12,Medical School,283,6316.843,0.421130952380952,0,0.04423632712874611
178,432995,34.034443,-118.264257,08:13,08:14,Building,221,4932.941,0.328869047619048,0,0.03261373726794556
179,432995,34.034443,-118.264257,08:15,08:16,Miscellaneous Shop,117,2611.557,0.174107142857143,0,0.016829261806159117
180,432995,34.034443,-118.264257,08:16,08:17,Other Nightlife,293,6540.053,0.436011904761905,0,0.040720796127560785
181,432995,34.034443,-118.264257,08:21,08:22,Theater,449,10022.129,0.668154761904762,0,0.06153828822079629
182,432995,34.034443,-118.264257,08:22,08:23,Ski Area,212,4732.052,0.31547619047619,0,0.034612465361560166
183,432995,34.034443,-118.264257,08:28,08:29,Turkish Restaurant,670,14955.07,0.99702380952381,0,0.09220949926753058
184,432995,34.034443,-118.264257,08:29,08:30,Airport,514,11472.994,0.764880952380952,0,0.07982027846665674
185,432995,34.034443,-118.264257,08:30,08:31,Peruvian Restaurant,526,11740.846,0.782738095238095,0,0.08107438027816585
186,432995,34.034443,-118.264257,08:31,08:32,Synagogue,83,1852.643,0.123511904761905,0,0.011275405807930891
187,432995,34.034443,-118.264257,08:32,08:33,Cuban Restaurant,265,5915.065,0.788690476190476,0,0.07131178195205269
188,432995,34.034443,-118.264257,08:33,08:34,Food & Drink Shop,426,9508.746,0.633928571428571,0,0.0686376513745694
189,432995,34.034443,-118.264257,08:34,08:35,Middle School,307,6852.547,0.456845238095238,0,0.04475936291124681
190,432995,34.034443,-118.264257,08:38,08:39,Automotive Shop,416,9285.536,0.619047619047619,0,0.06597887247189335
191,432995,34.034443,-118.264257,08:39,08:40,Cupcake Shop,568,12678.328,0.845238095238095,0,0.08692215648915672
192,432995,34.034443,-118.264257,08:42,08:43,Video Store,187,4174.027,0.27827380952381,0,0.026315838192849283
193,432995,34.034443,-118.264257,08:43,08:44,Laundry Service,284,6339.164,0.422619047619048,0,0.04102028454962144
194,432995,34.034443,-118.264257,08:47,08:48,Latin American Restaurant,303,6763.263,0.450892857142857,0,0.045978695799251415
195,432995,34.034443,-118.264257,08:50,08:51,Art Gallery,476,10624.796,0.708333333333333,0,0.06403377882784199
196,432995,34.034443,-118.264257,08:53,08:54,Ramen / Noodle House,657,14664.897,0.977678571428571,0,0.10272864025087705
197,432995,34.034443,-118.264257,08:54,08:55,Tapas Restaurant,408,9106.968,0.607142857142857,0,0.05515143893271912
198,432995,34.034443,-118.264257,08:56,08:57,Italian Restaurant,209,4665.089,0.311011904761905,0,0.03363314896477821
199,432995,34.034443,-118.264257,08:57,08:58,Park,576,12856.896,0.857142857142857,0,0.08077684613552366
200,432995,34.034443,-118.264257,09:00,09:01,Harbor / Marina,459,10245.339,0.683035714285714,0,0.07452095395099212
201,432995,34.034443,-118.264257,09:01,09:02,Fair,555,12388.155,0.825892857142857,0,0.08847603649351443
202,432995,34.034443,-118.264257,09:04,09:05,Pet Store,339,7566.819,1.51339285714286,0,0.151383426404344
203,432995,34.034443,-118.264257,09:05,09:06,Burrito Place,375,8370.375,0.558035714285714,0,0.05662929149257473
204,432995,34.034443,-118.264257,09:08,09:09,Racetrack,197,4397.237,0.293154761904762,0,0.0313353827167762
205,432995,34.034443,-118.264257,09:12,09:13,French Restaurant,249,5557.929,0.370535714285714,0,0.03605172204623143
206,432995,34.034443,-118.264257,09:14,09:15,Sushi Restaurant,286,6383.806,0.425595238095238,0,0.044055788276830495
207,432995,34.034443,-118.264257,09:21,09:22,Ice Cream Shop,657,14664.897,0.977678571428571,0,0.09470573307137228
208,432995,34.034443,-118.264257,09:26,09:27,Cemetery,514,11472.994,0.764880952380952,0,0.08151089326143396
209,432995,34.034443,-118.264257,09:35,09:36,Sushi Restaurant,342,7633.782,0.508928571428571,0,0.054165327812358575
210,432995,34.034443,-118.264257,09:36,09:37,City,494,11026.574,0.735119047619048,0,0.07250970267300767
211,432995,34.034443,-118.264257,09:37,09:38,Fast Food Restaurant,315,7031.115,0.46875,0,0.04414662967667628
212,432995,34.034443,-118.264257,09:38,09:39,Sporting Goods Shop,334,7455.214,0.49702380952381,0,0.05039990477163693
213,432995,34.034443,-118.264257,09:41,09:42,Salon / Barbershop,263,5870.423,0.391369047619048,0,0.04098391113461551
214,432995,34.034443,-118.264257,09:44,09:45,Nightlife Spot,463,10334.623,0.688988095238095,0,0.06988216431059495
215,432995,34.034443,-118.264257,09:45,09:46,Furniture / Home Store,318,7098.078,0.473214285714286,0,0.04962455592988013
216,432995,34.034443,-118.264257,09:46,09:47,Cajun / Creole Restaurant,504,11249.784,0.75,0,0.07580789152487082
217,432995,34.034443,-118.264257,09:51,09:52,Snack Place,468,10446.228,0.696428571428571,0,0.07138918284976078
218,432995,34.034443,-118.264257,09:52,09:53,College Academic Building,401,8950.721,1.19345238095238,0,0.1107763821248203
219,432995,34.034443,-118.264257,09:58,09:59,Design Studio,670,14955.07,0.99702380952381,0,0.10675609881565906
220,432995,34.034443,-118.264257,10:01,10:02,Ski Area,173,3861.533,0.257440476190476,0,0.026708216000110967
221,432995,34.034443,-118.264257,10:03,10:04,Convenience Store,446,9955.166,0.663690476190476,0,0.06966343006897818
222,432995,34.034443,-118.264257,10:04,10:05,Community College,497,11093.537,1.47916666666667,0,0.13940609973897192
223,432995,34.034443,-118.264257,10:06,10:07,Residential Building (Apartment / Condo),121,2700.841,0.180059523809524,0,0.01907284177381385
224,432995,34.034443,-118.264257,10:19,10:20,Performing Arts Venue,188,4196.348,0.279761904761905,0,0.027630871395523608
225,432995,34.034443,-118.264257,10:20,10:21,Government Building,639,14263.119,0.950892857142857,0,0.09567040333119428
226,432995,34.034443,-118.264257,10:21,10:22,Gift Shop,113,2522.273,0.168154761904762,0,0.018304536250205235
227,432995,34.034443,-118.264257,10:24,10:25,Mexican Restaurant,215,4799.015,0.319940476190476,0,0.032281174619975914
228,432995,34.034443,-118.264257,10:26,10:27,Historic Site,249,5557.929,0.370535714285714,0,0.03832292961200824
229,432995,34.034443,-118.264257,10:27,10:28,Synagogue,395,8816.795,0.587797619047619,0,0.05419228786546966
230,432995,34.034443,-118.264257,10:29,10:30,Animal Shelter,646,14419.366,0.961309523809524,0,0.09414915698589855
231,432995,34.034443,-118.264257,10:31,10:32,Design Studio,356,7946.276,0.529761904761905,0,0.05484096668613268
232,432995,34.034443,-118.264257,10:32,10:33,College Academic Building,400,8928.4,0.595238095238095,0,0.05720250994724265
233,432995,34.034443,-118.264257,10:33,10:34,Storage Facility,223,4977.583,0.331845238095238,0,0.03126298048800698
234,432995,34.034443,-118.264257,10:34,10:35,Gym / Fitness Center,346,7723.066,0.514880952380952,0,0.05647972835124544
235,432995,34.034443,-118.264257,10:35,10:36,Office,582,12990.822,0.866071428571429,0,0.08258887031250498
236,432995,34.034443,-118.264257,10:40,10:41,Library,469,10468.549,0.697916666666667,0,0.06717621546208212
237,432995,34.034443,-118.264257,10:43,10:44,Outdoors & Recreation,457,10200.697,0.680059523809524,0,0.0661189398891456
238,432995,34.034443,-118.264257,10:45,10:46,Soup Place,630,14062.23,0.9375,0,0.09529218290322461
239,432995,34.034443,-118.264257,10:53,10:54,Market,371,8281.091,0.552083333333333,0,0.0523290793287323
240,432995,34.034443,-118.264257,10:56,10:57,Convention Center,240,5357.04,0.357142857142857,0,0.03763589096761379
241,432995,34.034443,-118.264257,10:57,10:58,American Restaurant,503,11227.463,0.748511904761905,0,0.07941389155432371
242,432995,34.034443,-118.264257,10:59,11:00,Elementary School,236,5267.756,0.351190476190476,0,0.03581477151224404
