B_index,B_id,Latitude,Longitude,Media,B_Size,Zone,End_time,Start_time,Influence,B_Cost,Cost
28,23,40.86981,-73.9166,Poster,242.74,1,21:15,21:10,0.0115999235400936,5418.1995400000005,0.0010580886775582816
29,23,40.86981,-73.9166,Poster,242.74,1,22:20,22:15,0.0115999235400936,5418.1995400000005,0.0010846026183281153
30,23,40.86981,-73.9166,Poster,242.74,1,23:45,23:40,0.0115999235400936,5418.1995400000005,0.0011648212369351108
31,68,40.818089,-73.960708,Poster,242.74,1,00:05,00:00,0.0115999235400936,5418.1995400000005,0.0012337197453849385
32,68,40.818089,-73.960708,Poster,242.74,1,00:25,00:20,0.0115999235400936,5418.1995400000005,0.0011152400711794668
33,68,40.818089,-73.960708,Poster,242.74,1,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0012354526355322127
34,68,40.818089,-73.960708,Poster,242.74,1,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011222210668502149
35,68,40.818089,-73.960708,Poster,242.74,1,00:60,00:55,0.0115999235400936,5418.1995400000005,0.0011624160272917592
36,68,40.818089,-73.960708,Poster,242.74,1,01:25,01:20,0.0115999235400936,5418.1995400000005,0.0012570850554166505
37,68,40.818089,-73.960708,Poster,242.74,1,01:40,01:35,0.0115999235400936,5418.1995400000005,0.001271446855751204
38,68,40.818089,-73.960708,Poster,242.74,1,01:55,01:50,0.0115999235400936,5418.1995400000005,0.0011627251227060858
39,68,40.818089,-73.960708,Poster,242.74,1,02:35,02:30,0.0115999235400936,5418.1995400000005,0.001168833519244425
40,68,40.818089,-73.960708,Poster,242.74,1,03:45,03:40,0.0115999235400936,5418.1995400000005,0.0012415988582732667
41,68,40.818089,-73.960708,Poster,242.74,1,04:50,04:45,0.0115999235400936,5418.1995400000005,0.0010892750145974708
42,68,40.818089,-73.960708,Poster,242.74,1,13:60,13:55,0.0115999235400936,5418.1995400000005,0.0011995270401630625
43,68,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.0115999235400936,5418.1995400000005,0.0012604810622109954
44,68,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.0115999235400936,5418.1995400000005,0.001173449457448248
45,68,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0010897898254100652
46,68,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.0115999235400936,5418.1995400000005,0.0011328157891780668
47,68,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.0231998470801873,5418.1995400000005,0.0023156080976538098
48,68,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.0115999235400936,5418.1995400000005,0.0012341396447530565
49,68,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.0115999235400936,5418.1995400000005,0.0010782686711113766
50,68,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.0011786958698791201
51,68,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.001210440246991217
52,68,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.0012583563183431827
53,68,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.001217711764229208
54,68,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.0023277573708886247
55,68,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.001047761028369599
56,69,40.818089,-73.960708,Poster,242.74,1,00:05,00:00,0.0115999235400936,5418.1995400000005,0.0011414809619003958
57,69,40.818089,-73.960708,Poster,242.74,1,00:25,00:20,0.0115999235400936,5418.1995400000005,0.001155447157306383
58,69,40.818089,-73.960708,Poster,242.74,1,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0011160013117716932
59,69,40.818089,-73.960708,Poster,242.74,1,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011245900791077982
60,69,40.818089,-73.960708,Poster,242.74,1,00:60,00:55,0.0115999235400936,5418.1995400000005,0.001125691101740506
61,69,40.818089,-73.960708,Poster,242.74,1,01:25,01:20,0.0115999235400936,5418.1995400000005,0.0010736334424828575
62,69,40.818089,-73.960708,Poster,242.74,1,01:40,01:35,0.0115999235400936,5418.1995400000005,0.0012653221045971833
63,69,40.818089,-73.960708,Poster,242.74,1,01:55,01:50,0.0115999235400936,5418.1995400000005,0.001110168200986143
64,69,40.818089,-73.960708,Poster,242.74,1,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0010750587808728853
65,69,40.818089,-73.960708,Poster,242.74,1,03:45,03:40,0.0115999235400936,5418.1995400000005,0.0010443445130841533
66,69,40.818089,-73.960708,Poster,242.74,1,04:50,04:45,0.0115999235400936,5418.1995400000005,0.001232956786374103
67,69,40.818089,-73.960708,Poster,242.74,1,13:60,13:55,0.0115999235400936,5418.1995400000005,0.0012237234870381365
68,69,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.0115999235400936,5418.1995400000005,0.0010916600640100203
69,69,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.0115999235400936,5418.1995400000005,0.0011343290595478095
70,69,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0011369218019408112
71,69,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.0115999235400936,5418.1995400000005,0.001071793177392808
72,69,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.0231998470801873,5418.1995400000005,0.0024919341481608134
73,69,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.0115999235400936,5418.1995400000005,0.0010979909496272294
74,69,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.0115999235400936,5418.1995400000005,0.0011699210739286117
75,69,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.0011650546882411316
76,69,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.0011726061156451402
77,69,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.001219216180226746
78,69,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.0010547928023345444
79,69,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.0025256493959777814
80,69,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.001058293380616364
81,70,40.818089,-73.960708,Poster,242.74,1,00:05,00:00,0.0115999235400936,5418.1995400000005,0.0010807863955031639
82,70,40.818089,-73.960708,Poster,242.74,1,00:25,00:20,0.0115999235400936,5418.1995400000005,0.001048931270738978
83,70,40.818089,-73.960708,Poster,242.74,1,00:50,00:45,0.0115999235400936,5418.1995400000005,0.001071769968954631
84,70,40.818089,-73.960708,Poster,242.74,1,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011450707269200422
85,70,40.818089,-73.960708,Poster,242.74,1,00:60,00:55,0.0115999235400936,5418.1995400000005,0.0012096093030236322
86,70,40.818089,-73.960708,Poster,242.74,1,01:25,01:20,0.0115999235400936,5418.1995400000005,0.0010946669239414951
87,70,40.818089,-73.960708,Poster,242.74,1,01:40,01:35,0.0115999235400936,5418.1995400000005,0.001083777153450359
88,70,40.818089,-73.960708,Poster,242.74,1,01:55,01:50,0.0115999235400936,5418.1995400000005,0.0012317512556008167
89,70,40.818089,-73.960708,Poster,242.74,1,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0012070463591959014
90,70,40.818089,-73.960708,Poster,242.74,1,03:45,03:40,0.0115999235400936,5418.1995400000005,0.0012535619751636025
91,70,40.818089,-73.960708,Poster,242.74,1,04:50,04:45,0.0115999235400936,5418.1995400000005,0.0011412619545055288
92,70,40.818089,-73.960708,Poster,242.74,1,13:60,13:55,0.0115999235400936,5418.1995400000005,0.001158009665390748
93,70,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.0115999235400936,5418.1995400000005,0.0010666648847764302
94,70,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.0115999235400936,5418.1995400000005,0.0010653320555116294
95,70,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0010481127788053127
96,70,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.0115999235400936,5418.1995400000005,0.001091348738120356
97,70,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.0231998470801873,5418.1995400000005,0.0021400255081360517
98,70,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.0115999235400936,5418.1995400000005,0.0011066200859048175
99,70,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.0115999235400936,5418.1995400000005,0.0012046851289628647
100,70,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.0012676447553143645
101,70,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.001189975015704068
102,70,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.0010540961614149984
103,70,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.0012639588635636146
104,70,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.002445729081955823
105,70,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0011530393919255988
106,75,40.83186,-73.94138,Poster,242.74,1,01:10,01:05,0.0115999235400936,5418.1995400000005,0.0010675885437352569
107,75,40.83186,-73.94138,Poster,242.74,1,01:50,01:45,0.0115999235400936,5418.1995400000005,0.001157124462329566
108,75,40.83186,-73.94138,Poster,242.74,1,09:30,09:25,0.0115999235400936,5418.1995400000005,0.001163306138845582
109,75,40.83186,-73.94138,Poster,242.74,1,10:60,10:55,0.0463996941603746,5418.1995400000005,0.004180080855674206
110,75,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.0347997706202809,5418.1995400000005,0.0031836645869516476
111,75,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.0231998470801873,5418.1995400000005,0.0024605552510085045
112,75,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.0231998470801873,5418.1995400000005,0.002413059218767266
113,75,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.0115999235400936,5418.1995400000005,0.001077748812328523
114,75,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.0115999235400936,5418.1995400000005,0.0012056941403451222
115,75,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.0115999235400936,5418.1995400000005,0.0012367722100731346
116,75,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.0347997706202809,5418.1995400000005,0.0032804028614982
117,75,40.83186,-73.94138,Poster,242.74,1,11:60,11:55,0.0811994647806556,5418.1995400000005,0.00730972420358284
118,75,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.0927993883207493,5418.1995400000005,0.009612560235792307
119,75,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0011223351360114115
120,75,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.0115999235400936,5418.1995400000005,0.0011466543502212704
121,75,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.0115999235400936,5418.1995400000005,0.0011538283345098196
122,75,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.0115999235400936,5418.1995400000005,0.0012269398832524317
123,76,40.83186,-73.94138,Poster,242.74,1,01:10,01:05,0.0115999235400936,5418.1995400000005,0.0012655885455118063
124,76,40.83186,-73.94138,Poster,242.74,1,01:50,01:45,0.0115999235400936,5418.1995400000005,0.0012419546798219307
125,76,40.83186,-73.94138,Poster,242.74,1,09:30,09:25,0.0115999235400936,5418.1995400000005,0.0011479775387807892
126,76,40.83186,-73.94138,Poster,242.74,1,10:60,10:55,0.0463996941603746,5418.1995400000005,0.004768017351229333
127,76,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.0347997706202809,5418.1995400000005,0.0037608307133358957
128,76,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.0231998470801873,5418.1995400000005,0.002462093602584492
129,76,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.0231998470801873,5418.1995400000005,0.0025287892077306704
130,76,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.0115999235400936,5418.1995400000005,0.0010647840825168916
131,76,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.0115999235400936,5418.1995400000005,0.0010536607144591228
132,76,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.0115999235400936,5418.1995400000005,0.0011590004028722892
133,76,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.0347997706202809,5418.1995400000005,0.0035647958545848672
134,76,40.83186,-73.94138,Poster,242.74,1,11:60,11:55,0.0811994647806556,5418.1995400000005,0.007454042991691683
135,76,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.0927993883207493,5418.1995400000005,0.009899972961138401
136,76,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0012394402857663542
137,76,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.0115999235400936,5418.1995400000005,0.0012116115456937946
138,76,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.0115999235400936,5418.1995400000005,0.0010690233102271516
139,76,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.0115999235400936,5418.1995400000005,0.0012602518248054256
140,104,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.001181420526078942
141,104,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.001259744213231257
142,105,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0010468741244657781
143,105,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0012371860683851059
144,106,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0011960523382546996
145,106,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0010634457699285496
146,125,40.74737,-73.94792,Poster,242.74,3,23:15,23:10,0.0115999235400936,5418.1995400000005,0.0011671142713417088
147,143,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0012754491841294705
148,143,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.0115999235400936,5418.1995400000005,0.0012731973851171808
149,143,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0010622589764591483
150,143,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.0115999235400936,5418.1995400000005,0.0011433040848034125
151,143,40.7514,-73.9153,Poster,242.74,3,15:60,15:55,0.0115999235400936,5418.1995400000005,0.001200303486628244
152,143,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.0115999235400936,5418.1995400000005,0.0011408258574747436
153,143,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.0115999235400936,5418.1995400000005,0.0012276932523253188
154,143,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.0115999235400936,5418.1995400000005,0.0011744123495985269
155,143,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.0115999235400936,5418.1995400000005,0.0011431538638690727
156,143,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.0115999235400936,5418.1995400000005,0.0011474412240595254
157,143,40.7514,-73.9153,Poster,242.74,3,21:60,21:55,0.0115999235400936,5418.1995400000005,0.0012499613644321441
158,143,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.0115999235400936,5418.1995400000005,0.0011332059221087812
159,143,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.0115999235400936,5418.1995400000005,0.0011350015171495364
160,143,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0012632238055115925
161,144,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0010984025768795065
162,144,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.0115999235400936,5418.1995400000005,0.001094122436330593
163,144,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0012758390047448362
164,144,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.0115999235400936,5418.1995400000005,0.0011528118025821927
165,144,40.7514,-73.9153,Poster,242.74,3,15:60,15:55,0.0115999235400936,5418.1995400000005,0.0012642801083686968
166,144,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.0115999235400936,5418.1995400000005,0.0010894942628034761
167,144,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.0115999235400936,5418.1995400000005,0.0012683692884914923
168,144,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.0115999235400936,5418.1995400000005,0.0012512464442358208
169,144,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.0115999235400936,5418.1995400000005,0.001180179069505731
170,144,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.0115999235400936,5418.1995400000005,0.0010953852736155219
171,144,40.7514,-73.9153,Poster,242.74,3,21:60,21:55,0.0115999235400936,5418.1995400000005,0.0011863043727166176
172,144,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.0115999235400936,5418.1995400000005,0.001056042783077843
173,144,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.0115999235400936,5418.1995400000005,0.00105932613805489
174,144,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0010846932665831636
175,162,40.74275926,-73.95183923,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.001158374605990516
176,162,40.74275926,-73.95183923,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0012450145971494592
177,162,40.74275926,-73.95183923,Poster,242.74,3,02:20,02:15,0.0115999235400936,5418.1995400000005,0.0012296697657236356
178,162,40.74275926,-73.95183923,Poster,242.74,3,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0011459567634967054
179,162,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0012661102415447792
180,162,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.0115999235400936,5418.1995400000005,0.0012153237970120388
181,162,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0010714009176888211
182,162,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.0115999235400936,5418.1995400000005,0.001241437977120942
183,162,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.0115999235400936,5418.1995400000005,0.0011611557963407274
184,162,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.0115999235400936,5418.1995400000005,0.0012484226094221138
185,162,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.0115999235400936,5418.1995400000005,0.0010838078302280699
186,162,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0010930068347287064
187,162,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.0115999235400936,5418.1995400000005,0.0012059691075471109
188,162,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.0115999235400936,5418.1995400000005,0.0010573527480010336
189,162,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.0115999235400936,5418.1995400000005,0.001120864010687676
190,163,40.74275926,-73.95183923,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.0011549707857021448
191,163,40.74275926,-73.95183923,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0012730544980364765
192,163,40.74275926,-73.95183923,Poster,242.74,3,02:20,02:15,0.0115999235400936,5418.1995400000005,0.0011734022814697495
193,163,40.74275926,-73.95183923,Poster,242.74,3,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0011632353279790511
194,163,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0012032331554715828
195,163,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.0115999235400936,5418.1995400000005,0.0012351181020256717
196,163,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0010508894464966044
197,163,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.0115999235400936,5418.1995400000005,0.0012397374577104822
198,163,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.0115999235400936,5418.1995400000005,0.00109991480557867
199,163,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.0115999235400936,5418.1995400000005,0.0010885394686537967
200,163,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.0115999235400936,5418.1995400000005,0.0011235956169989274
201,163,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0012114278257197597
202,163,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.0115999235400936,5418.1995400000005,0.0012160259043990742
203,163,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.0115999235400936,5418.1995400000005,0.0011749168805819585
204,163,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.0115999235400936,5418.1995400000005,0.0012709711355598542
205,167,40.755411,-73.912092,Poster,242.74,3,00:30,00:25,0.0115999235400936,5418.1995400000005,0.001087676637782871
206,167,40.755411,-73.912092,Poster,242.74,3,00:35,00:30,0.0115999235400936,5418.1995400000005,0.0010970864517202293
207,167,40.755411,-73.912092,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.001142671108644727
208,167,40.755411,-73.912092,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011979619449138377
209,167,40.755411,-73.912092,Poster,242.74,3,02:10,02:05,0.0115999235400936,5418.1995400000005,0.0011708842497887228
210,167,40.755411,-73.912092,Poster,242.74,3,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0012528309643058092
211,167,40.755411,-73.912092,Poster,242.74,3,17:40,17:35,0.0115999235400936,5418.1995400000005,0.0010717455185941796
212,167,40.755411,-73.912092,Poster,242.74,3,17:55,17:50,0.0115999235400936,5418.1995400000005,0.0011334094491465777
213,167,40.755411,-73.912092,Poster,242.74,3,17:60,17:55,0.0115999235400936,5418.1995400000005,0.001170602409005313
214,167,40.755411,-73.912092,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0010692857368893715
215,167,40.755411,-73.912092,Poster,242.74,3,22:15,22:10,0.0115999235400936,5418.1995400000005,0.0012415856421836857
216,167,40.755411,-73.912092,Poster,242.74,3,23:50,23:45,0.0115999235400936,5418.1995400000005,0.0011396974269483671
217,171,40.74201,-73.91488,Poster,242.74,3,00:50,00:45,0.0115999235400936,5418.1995400000005,0.001216781035531057
218,171,40.74201,-73.91488,Poster,242.74,3,08:15,08:10,0.0115999235400936,5418.1995400000005,0.0010653354380890294
219,171,40.74201,-73.91488,Poster,242.74,3,08:25,08:20,0.0115999235400936,5418.1995400000005,0.0012047419516581542
220,171,40.74201,-73.91488,Poster,242.74,3,21:55,21:50,0.0115999235400936,5418.1995400000005,0.0012680982992815466
221,171,40.74201,-73.91488,Poster,242.74,3,23:50,23:45,0.0115999235400936,5418.1995400000005,0.0011400843591179905
222,176,40.74287,-73.91571,Poster,242.74,3,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0012639814025368508
223,176,40.74287,-73.91571,Poster,242.74,3,08:15,08:10,0.0231998470801873,5418.1995400000005,0.0024045317710606863
224,176,40.74287,-73.91571,Poster,242.74,3,08:25,08:20,0.0115999235400936,5418.1995400000005,0.0012043132743061184
225,176,40.74287,-73.91571,Poster,242.74,3,12:40,12:35,0.0115999235400936,5418.1995400000005,0.00117647842413026
226,176,40.74287,-73.91571,Poster,242.74,3,16:55,16:50,0.0115999235400936,5418.1995400000005,0.001261892057062831
227,176,40.74287,-73.91571,Poster,242.74,3,17:60,17:55,0.0115999235400936,5418.1995400000005,0.0010980381249626626
