B_index,B_id,Latitude,Longitude,Media,B_Size,Zone,End_time,Start_time,Influence,B_Cost,Cost
50,68,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.0010454878172038865
51,68,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.0011807988111778149
52,68,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.0012075458386871163
53,68,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.001056328106361141
54,68,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.002495792668879366
55,68,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.001198056178030956
56,69,40.818089,-73.960708,Poster,242.74,1,00:05,00:00,0.0115999235400936,5418.1995400000005,0.0012589297871309101
57,69,40.818089,-73.960708,Poster,242.74,1,00:25,00:20,0.0115999235400936,5418.1995400000005,0.001272730092948581
58,69,40.818089,-73.960708,Poster,242.74,1,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0011264854183315803
59,69,40.818089,-73.960708,Poster,242.74,1,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011561807442301976
60,69,40.818089,-73.960708,Poster,242.74,1,00:60,00:55,0.0115999235400936,5418.1995400000005,0.0011161433701492567
61,69,40.818089,-73.960708,Poster,242.74,1,01:25,01:20,0.0115999235400936,5418.1995400000005,0.0010451405375550937
62,69,40.818089,-73.960708,Poster,242.74,1,01:40,01:35,0.0115999235400936,5418.1995400000005,0.0012530440945135515
63,69,40.818089,-73.960708,Poster,242.74,1,01:55,01:50,0.0115999235400936,5418.1995400000005,0.0012094704433691992
64,69,40.818089,-73.960708,Poster,242.74,1,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0010643616438501563
65,69,40.818089,-73.960708,Poster,242.74,1,03:45,03:40,0.0115999235400936,5418.1995400000005,0.001237668056451689
66,69,40.818089,-73.960708,Poster,242.74,1,04:50,04:45,0.0115999235400936,5418.1995400000005,0.001237890463312723
67,69,40.818089,-73.960708,Poster,242.74,1,13:60,13:55,0.0115999235400936,5418.1995400000005,0.0012713973286364337
68,69,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.0115999235400936,5418.1995400000005,0.0010872754683813996
69,69,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.0115999235400936,5418.1995400000005,0.001175931376820402
70,69,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0011094393364002376
71,69,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.0115999235400936,5418.1995400000005,0.0011340050969857662
72,69,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.0231998470801873,5418.1995400000005,0.002302740587698166
73,69,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.0115999235400936,5418.1995400000005,0.0011199925043826895
74,69,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.0115999235400936,5418.1995400000005,0.0010608215026783126
75,69,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.0011288485970193868
76,69,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.001225799545632857
77,69,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.0011531113395701405
78,69,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.0011025125651890223
79,69,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.0023048051553254236
80,69,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0011313183409242347
81,70,40.818089,-73.960708,Poster,242.74,1,00:05,00:00,0.0115999235400936,5418.1995400000005,0.0011685730774027537
82,70,40.818089,-73.960708,Poster,242.74,1,00:25,00:20,0.0115999235400936,5418.1995400000005,0.0011089891017440324
83,70,40.818089,-73.960708,Poster,242.74,1,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0012675840692473051
84,70,40.818089,-73.960708,Poster,242.74,1,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0011644260279293351
85,70,40.818089,-73.960708,Poster,242.74,1,00:60,00:55,0.0115999235400936,5418.1995400000005,0.0012320252020212512
86,70,40.818089,-73.960708,Poster,242.74,1,01:25,01:20,0.0115999235400936,5418.1995400000005,0.0011720026351602964
87,70,40.818089,-73.960708,Poster,242.74,1,01:40,01:35,0.0115999235400936,5418.1995400000005,0.0012084883117669724
88,70,40.818089,-73.960708,Poster,242.74,1,01:55,01:50,0.0115999235400936,5418.1995400000005,0.001204448105309182
89,70,40.818089,-73.960708,Poster,242.74,1,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0010711740040236241
90,70,40.818089,-73.960708,Poster,242.74,1,03:45,03:40,0.0115999235400936,5418.1995400000005,0.0011191329997940742
91,70,40.818089,-73.960708,Poster,242.74,1,04:50,04:45,0.0115999235400936,5418.1995400000005,0.0010859941920188325
92,70,40.818089,-73.960708,Poster,242.74,1,13:60,13:55,0.0115999235400936,5418.1995400000005,0.001245836520316456
93,70,40.818089,-73.960708,Poster,242.74,1,14:05,14:00,0.0115999235400936,5418.1995400000005,0.001152593348380231
94,70,40.818089,-73.960708,Poster,242.74,1,14:10,14:05,0.0115999235400936,5418.1995400000005,0.001153048898874905
95,70,40.818089,-73.960708,Poster,242.74,1,14:15,14:10,0.0115999235400936,5418.1995400000005,0.0012320667274174127
96,70,40.818089,-73.960708,Poster,242.74,1,14:20,14:15,0.0115999235400936,5418.1995400000005,0.0011892438612179424
97,70,40.818089,-73.960708,Poster,242.74,1,14:35,14:30,0.0231998470801873,5418.1995400000005,0.0021087941824023985
98,70,40.818089,-73.960708,Poster,242.74,1,16:10,16:05,0.0115999235400936,5418.1995400000005,0.0012125164498009463
99,70,40.818089,-73.960708,Poster,242.74,1,19:55,19:50,0.0115999235400936,5418.1995400000005,0.001238756211553126
100,70,40.818089,-73.960708,Poster,242.74,1,21:40,21:35,0.0115999235400936,5418.1995400000005,0.001167834195957863
101,70,40.818089,-73.960708,Poster,242.74,1,22:25,22:20,0.0115999235400936,5418.1995400000005,0.0011262742322920333
102,70,40.818089,-73.960708,Poster,242.74,1,22:55,22:50,0.0115999235400936,5418.1995400000005,0.0011182236441367461
103,70,40.818089,-73.960708,Poster,242.74,1,23:05,23:00,0.0115999235400936,5418.1995400000005,0.001190218379590491
104,70,40.818089,-73.960708,Poster,242.74,1,23:20,23:15,0.0231998470801873,5418.1995400000005,0.002437741398897201
105,70,40.818089,-73.960708,Poster,242.74,1,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0012663381005377082
106,75,40.83186,-73.94138,Poster,242.74,1,01:10,01:05,0.0115999235400936,5418.1995400000005,0.0012689064182475126
107,75,40.83186,-73.94138,Poster,242.74,1,01:50,01:45,0.0115999235400936,5418.1995400000005,0.0011477100223933555
108,75,40.83186,-73.94138,Poster,242.74,1,09:30,09:25,0.0115999235400936,5418.1995400000005,0.001060654856258613
109,75,40.83186,-73.94138,Poster,242.74,1,10:60,10:55,0.0463996941603746,5418.1995400000005,0.004758906309258592
110,75,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.0347997706202809,5418.1995400000005,0.0032169371926966187
111,75,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.0231998470801873,5418.1995400000005,0.0025266255309241833
112,75,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.0231998470801873,5418.1995400000005,0.002277467835068475
113,75,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.0115999235400936,5418.1995400000005,0.0012189290178218186
114,75,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.0115999235400936,5418.1995400000005,0.0012510010805916634
115,75,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.0115999235400936,5418.1995400000005,0.001197737103500455
116,75,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.0347997706202809,5418.1995400000005,0.003733047501368658
117,75,40.83186,-73.94138,Poster,242.74,1,11:60,11:55,0.0811994647806556,5418.1995400000005,0.008480502019878681
118,75,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.0927993883207493,5418.1995400000005,0.009302543456565397
119,75,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0012444055758050751
120,75,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.0115999235400936,5418.1995400000005,0.0011116423189357963
121,75,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.0115999235400936,5418.1995400000005,0.0011258085654292558
122,75,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.0115999235400936,5418.1995400000005,0.001233020854024779
123,76,40.83186,-73.94138,Poster,242.74,1,01:10,01:05,0.0115999235400936,5418.1995400000005,0.001162278119791331
124,76,40.83186,-73.94138,Poster,242.74,1,01:50,01:45,0.0115999235400936,5418.1995400000005,0.0011817627497981294
125,76,40.83186,-73.94138,Poster,242.74,1,09:30,09:25,0.0115999235400936,5418.1995400000005,0.0011539330293264506
126,76,40.83186,-73.94138,Poster,242.74,1,10:60,10:55,0.0463996941603746,5418.1995400000005,0.004870945738310333
127,76,40.83186,-73.94138,Poster,242.74,1,11:05,11:00,0.0347997706202809,5418.1995400000005,0.0034411760982063443
128,76,40.83186,-73.94138,Poster,242.74,1,11:10,11:05,0.0231998470801873,5418.1995400000005,0.002123535937079829
129,76,40.83186,-73.94138,Poster,242.74,1,11:30,11:25,0.0231998470801873,5418.1995400000005,0.002132452168051978
130,76,40.83186,-73.94138,Poster,242.74,1,11:40,11:35,0.0115999235400936,5418.1995400000005,0.001231060199798309
131,76,40.83186,-73.94138,Poster,242.74,1,11:45,11:40,0.0115999235400936,5418.1995400000005,0.0011706294965418518
132,76,40.83186,-73.94138,Poster,242.74,1,11:50,11:45,0.0115999235400936,5418.1995400000005,0.0010685993715840935
133,76,40.83186,-73.94138,Poster,242.74,1,11:55,11:50,0.0347997706202809,5418.1995400000005,0.0033883897583865978
134,76,40.83186,-73.94138,Poster,242.74,1,11:60,11:55,0.0811994647806556,5418.1995400000005,0.008291175576078657
135,76,40.83186,-73.94138,Poster,242.74,1,12:05,12:00,0.0927993883207493,5418.1995400000005,0.008715512387732157
136,76,40.83186,-73.94138,Poster,242.74,1,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0010934736360234142
137,76,40.83186,-73.94138,Poster,242.74,1,19:40,19:35,0.0115999235400936,5418.1995400000005,0.0012697403209225404
138,76,40.83186,-73.94138,Poster,242.74,1,20:30,20:25,0.0115999235400936,5418.1995400000005,0.0011048270850980654
139,76,40.83186,-73.94138,Poster,242.74,1,20:55,20:50,0.0115999235400936,5418.1995400000005,0.0011141841519760934
140,104,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0011889211849488558
141,104,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0010499839797498398
142,105,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.001242343637409373
143,105,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0011523177964025938
144,106,40.76525,-73.99509,Poster,242.74,3,19:10,19:05,0.0115999235400936,5418.1995400000005,0.0011054671114152656
145,106,40.76525,-73.99509,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0012716223388773266
146,125,40.74737,-73.94792,Poster,242.74,3,23:15,23:10,0.0115999235400936,5418.1995400000005,0.0011792213056302247
147,143,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0012195992530533476
148,143,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.0115999235400936,5418.1995400000005,0.0011703476688899976
149,143,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0011197108972814606
150,143,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.0115999235400936,5418.1995400000005,0.0012300451974421279
151,143,40.7514,-73.9153,Poster,242.74,3,15:60,15:55,0.0115999235400936,5418.1995400000005,0.0010579530004389951
152,143,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.0115999235400936,5418.1995400000005,0.0010745696399486948
153,143,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.0115999235400936,5418.1995400000005,0.0011936604509490197
154,143,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.0115999235400936,5418.1995400000005,0.0012608554015994407
155,143,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.0115999235400936,5418.1995400000005,0.0011609746162977194
156,143,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.0115999235400936,5418.1995400000005,0.0012257461811586083
157,143,40.7514,-73.9153,Poster,242.74,3,21:60,21:55,0.0115999235400936,5418.1995400000005,0.0010814123603949551
158,143,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.0115999235400936,5418.1995400000005,0.0012140048845726346
159,143,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.0115999235400936,5418.1995400000005,0.0011533994573903444
160,143,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0011468131337237066
161,144,40.7514,-73.9153,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0011501774408298143
162,144,40.7514,-73.9153,Poster,242.74,3,13:50,13:45,0.0115999235400936,5418.1995400000005,0.0012519849457139963
163,144,40.7514,-73.9153,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.001164414111548075
164,144,40.7514,-73.9153,Poster,242.74,3,14:55,14:50,0.0115999235400936,5418.1995400000005,0.0011337383510719315
165,144,40.7514,-73.9153,Poster,242.74,3,15:60,15:55,0.0115999235400936,5418.1995400000005,0.0011130341742676083
166,144,40.7514,-73.9153,Poster,242.74,3,16:40,16:35,0.0115999235400936,5418.1995400000005,0.0012120347720453646
167,144,40.7514,-73.9153,Poster,242.74,3,17:15,17:10,0.0115999235400936,5418.1995400000005,0.0011261221583420745
168,144,40.7514,-73.9153,Poster,242.74,3,18:25,18:20,0.0115999235400936,5418.1995400000005,0.0010758639710577648
169,144,40.7514,-73.9153,Poster,242.74,3,18:35,18:30,0.0115999235400936,5418.1995400000005,0.0011491372126965012
170,144,40.7514,-73.9153,Poster,242.74,3,18:55,18:50,0.0115999235400936,5418.1995400000005,0.0011959023030843415
171,144,40.7514,-73.9153,Poster,242.74,3,21:60,21:55,0.0115999235400936,5418.1995400000005,0.001179997155844065
172,144,40.7514,-73.9153,Poster,242.74,3,22:30,22:25,0.0115999235400936,5418.1995400000005,0.0011551093550355223
173,144,40.7514,-73.9153,Poster,242.74,3,22:40,22:35,0.0115999235400936,5418.1995400000005,0.0012249863082924935
174,144,40.7514,-73.9153,Poster,242.74,3,23:40,23:35,0.0115999235400936,5418.1995400000005,0.0011179972678243394
175,162,40.74275926,-73.95183923,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.001133318850170826
176,162,40.74275926,-73.95183923,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0010634058091425172
177,162,40.74275926,-73.95183923,Poster,242.74,3,02:20,02:15,0.0115999235400936,5418.1995400000005,0.0012187587371957412
178,162,40.74275926,-73.95183923,Poster,242.74,3,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0010694567279204929
179,162,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0011448846563241665
180,162,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.0115999235400936,5418.1995400000005,0.0010970744519508294
181,162,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.00114902858105095
182,162,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.0115999235400936,5418.1995400000005,0.0011575239674263224
183,162,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.0115999235400936,5418.1995400000005,0.0012121899300399142
184,162,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.0115999235400936,5418.1995400000005,0.001238183426216895
185,162,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.0115999235400936,5418.1995400000005,0.001068661718534597
186,162,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0011999913062879027
187,162,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.0115999235400936,5418.1995400000005,0.0011386893725990612
188,162,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.0115999235400936,5418.1995400000005,0.0010607668888942046
189,162,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.0115999235400936,5418.1995400000005,0.001045389159970712
190,163,40.74275926,-73.95183923,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.0011859724662286824
191,163,40.74275926,-73.95183923,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.001058279575620605
192,163,40.74275926,-73.95183923,Poster,242.74,3,02:20,02:15,0.0115999235400936,5418.1995400000005,0.001236384474412997
193,163,40.74275926,-73.95183923,Poster,242.74,3,02:35,02:30,0.0115999235400936,5418.1995400000005,0.0011102934364017108
194,163,40.74275926,-73.95183923,Poster,242.74,3,13:20,13:15,0.0115999235400936,5418.1995400000005,0.0011810671750028393
195,163,40.74275926,-73.95183923,Poster,242.74,3,13:35,13:30,0.0115999235400936,5418.1995400000005,0.0011385700272327382
196,163,40.74275926,-73.95183923,Poster,242.74,3,13:55,13:50,0.0115999235400936,5418.1995400000005,0.0012528392928224164
197,163,40.74275926,-73.95183923,Poster,242.74,3,15:35,15:30,0.0115999235400936,5418.1995400000005,0.0011017847582679714
198,163,40.74275926,-73.95183923,Poster,242.74,3,15:50,15:45,0.0115999235400936,5418.1995400000005,0.001203638025507223
199,163,40.74275926,-73.95183923,Poster,242.74,3,16:30,16:25,0.0115999235400936,5418.1995400000005,0.0010449187634167987
200,163,40.74275926,-73.95183923,Poster,242.74,3,18:15,18:10,0.0115999235400936,5418.1995400000005,0.001123153912363525
201,163,40.74275926,-73.95183923,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0012397556243955916
202,163,40.74275926,-73.95183923,Poster,242.74,3,20:15,20:10,0.0115999235400936,5418.1995400000005,0.0011380735071776526
203,163,40.74275926,-73.95183923,Poster,242.74,3,21:05,21:00,0.0115999235400936,5418.1995400000005,0.0011168990027317226
204,163,40.74275926,-73.95183923,Poster,242.74,3,21:25,21:20,0.0115999235400936,5418.1995400000005,0.0010635531804754335
205,167,40.755411,-73.912092,Poster,242.74,3,00:30,00:25,0.0115999235400936,5418.1995400000005,0.0011153085398106844
206,167,40.755411,-73.912092,Poster,242.74,3,00:35,00:30,0.0115999235400936,5418.1995400000005,0.0010951152129916105
207,167,40.755411,-73.912092,Poster,242.74,3,00:45,00:40,0.0115999235400936,5418.1995400000005,0.0010667823265113822
208,167,40.755411,-73.912092,Poster,242.74,3,00:55,00:50,0.0115999235400936,5418.1995400000005,0.0012589308970184982
209,167,40.755411,-73.912092,Poster,242.74,3,02:10,02:05,0.0115999235400936,5418.1995400000005,0.001274605920588802
210,167,40.755411,-73.912092,Poster,242.74,3,14:15,14:10,0.0115999235400936,5418.1995400000005,0.001136213355985619
211,167,40.755411,-73.912092,Poster,242.74,3,17:40,17:35,0.0115999235400936,5418.1995400000005,0.0010803730853364776
212,167,40.755411,-73.912092,Poster,242.74,3,17:55,17:50,0.0115999235400936,5418.1995400000005,0.0011074866161512873
213,167,40.755411,-73.912092,Poster,242.74,3,17:60,17:55,0.0115999235400936,5418.1995400000005,0.0011312829374815249
214,167,40.755411,-73.912092,Poster,242.74,3,19:05,19:00,0.0115999235400936,5418.1995400000005,0.0011624004495321074
215,167,40.755411,-73.912092,Poster,242.74,3,22:15,22:10,0.0115999235400936,5418.1995400000005,0.0011975550541052237
216,167,40.755411,-73.912092,Poster,242.74,3,23:50,23:45,0.0115999235400936,5418.1995400000005,0.0011480339302742163
217,171,40.74201,-73.91488,Poster,242.74,3,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0011015078884347724
218,171,40.74201,-73.91488,Poster,242.74,3,08:15,08:10,0.0115999235400936,5418.1995400000005,0.001267575688538071
219,171,40.74201,-73.91488,Poster,242.74,3,08:25,08:20,0.0115999235400936,5418.1995400000005,0.0010586253177550591
220,171,40.74201,-73.91488,Poster,242.74,3,21:55,21:50,0.0115999235400936,5418.1995400000005,0.0012238672304703373
221,171,40.74201,-73.91488,Poster,242.74,3,23:50,23:45,0.0115999235400936,5418.1995400000005,0.001235402947093799
222,176,40.74287,-73.91571,Poster,242.74,3,00:50,00:45,0.0115999235400936,5418.1995400000005,0.0011638358886987108
223,176,40.74287,-73.91571,Poster,242.74,3,08:15,08:10,0.0231998470801873,5418.1995400000005,0.002541697809997949
224,176,40.74287,-73.91571,Poster,242.74,3,08:25,08:20,0.0115999235400936,5418.1995400000005,0.0012678550598503944
225,176,40.74287,-73.91571,Poster,242.74,3,12:40,12:35,0.0115999235400936,5418.1995400000005,0.0011082851775343638
226,176,40.74287,-73.91571,Poster,242.74,3,16:55,16:50,0.0115999235400936,5418.1995400000005,0.001079540055040878
227,176,40.74287,-73.91571,Poster,242.74,3,17:60,17:55,0.0115999235400936,5418.1995400000005,0.001274360772180388
